name,Unnamed: 0,object,location,latitude,longitude,flow,id,median,vehicles,trucks,year
ARTHURS CREEK ROAD,8271.63636364,9759.63636364,170941.0,-37.605278,145.171801455,12382.7272727,5319.27272727,2909.09090909,2663.63636364,190.0,2015.0
ARTHURS SEAT ROAD,7566.08333333,6430.16666667,166804.833333,-38.3573498333,144.974332083,6793.91666667,3511.5,1315.0,1190.83333333,67.5,2015.0
ARTHURTON ROAD,7262.0,7822.5,168892.833333,-37.7681343333,144.989315333,8706.66666667,6770.66666667,8016.66666667,7216.66666667,716.666666667,2015.0
ASCOT VALE ROAD,7075.25,6370.875,167463.125,-37.7788575,144.92284625,7600.0,5136.0,9575.0,8650.0,556.25,2015.0
ASHBY STREET,5711.5,5712.5,166187.0,-38.213592,146.153173,8178.5,6044.0,990.0,1050.0,135.0,2015.0
ASHLEY STREET,6888.0,6933.625,167954.625,-37.79141375,144.8635345,8383.5,6123.5,9975.0,8862.5,566.25,2015.0
ASLING STREET,10384.6666667,11064.1666667,172931.333333,-37.9022966667,145.002166333,11388.1666667,5624.66666667,1700.0,1500.0,,2015.0
ATHERTON ROAD,8400.75,9491.0,169934.25,-37.899352,145.0943775,9279.75,7258.5,4150.0,3700.0,,2015.0
ATHOL ROAD,4548.0,6549.0,166842.0,-37.972178,145.157626,9167.5,7260.0,3200.0,2900.0,,2015.0
ATKINSON STREET,4403.0,6404.0,166918.0,-37.896265,145.092897,9478.0,7261.0,7200.0,6500.0,,2015.0
ATKINSONS STREET,8550.0,7551.0,169454.5,-38.269964,142.3132,5822.5,3282.0,1050.0,1100.0,170.0,2015.0
AUBURN ROAD,7783.5,7704.125,168598.25,-37.82595875,145.044398,6816.25,4789.25,10012.5,9125.0,537.5,2015.0
AURA VALE ROAD,7770.25,9360.5,170337.75,-37.9322715,145.389738,9427.0,7264.5,3800.0,3500.0,250.0,2015.0
AUSTIN STREET,7909.5,7089.0,167309.0,-35.733182,142.362177,6221.0,3758.0,420.0,445.0,50.0,2015.0
AUTUMN STREET,8210.0,10711.0,171252.0,-38.142337,144.341999,9183.5,7267.0,2900.0,3000.0,230.0,2015.0
AVALON ROAD,7229.75,8570.0,168882.5,-38.029447875,144.430136375,9183.0,7269.5,4050.0,4300.0,410.0,2015.0
AVENEL-NAGAMBIE ROAD,9709.0,9388.5,169986.5,-36.87005,145.178138,6683.5,4173.0,205.0,215.0,15.0,2015.0
AVENUE OF HONOUR,8869.0,6370.0,167840.5,-37.33571,144.526647,6186.0,3675.5,1725.0,1825.0,115.0,2015.0
AVIATION ROAD,4495.5,6496.5,166947.5,-37.926983,144.727477,9388.0,7272.0,680.0,610.0,40.0,2015.0
AVON STREET,3553.0,4554.0,165786.5,-37.843664,147.070281,7127.0,4618.0,710.0,755.0,35.0,2015.0
AYRESFORD ROAD,7552.5,6553.5,168056.0,-38.3787205,142.866136,5609.5,2901.5,160.0,170.0,25.0,2015.0
BACCHUS MARSH ROAD,6805.8,6478.2,167042.6,-37.828955,144.393078,6106.4,3513.2,6010.0,6390.0,384.0,2015.0
BACCHUS MARSH-BALLIANG ROAD,6480.5,8481.5,169466.0,-37.702709,144.406224,8993.0,7273.0,555.0,585.0,60.0,2015.0
BACCHUS MARSH-GEELONG ROAD,10237.6666667,8881.5,169992.166667,-37.8613549167,144.405628083,10077.4166667,2474.16666667,4091.66666667,4366.66666667,390.0,2015.0
BACCHUS MARSH-GISBORNE ROAD,8339.0,7340.0,169493.5,-37.515548,144.478225,6426.5,3546.0,1600.0,1700.0,180.0,2015.0
BACK BEACH ROAD,8315.0,8595.75,169115.333333,-38.3995234167,144.930573417,7315.16666667,5095.0,2571.66666667,2416.66666667,185.0,2015.0
BADEN POWELL DRIVE,7443.0,8622.5,168787.5,-38.167139,145.112455,9189.0,7279.0,4500.0,4000.0,,2015.0
BADGER WEIR ROAD,4655.5,6656.5,166874.0,-37.686068,145.549621,9171.0,7280.0,3800.0,3500.0,250.0,2015.0
BAILEY ROAD,4496.5,6497.5,166948.5,-37.934126,145.47888,9391.0,7281.0,1100.0,1000.0,70.0,2015.0
BAILEY STREET,6587.5,5588.5,166741.0,-38.483014,142.972942,5928.5,2936.0,720.0,770.0,95.0,2015.0
BAILLIE STREET,5627.0,2628.0,162065.5,-36.711768,142.20358,4004.0,320.0,4300.0,4500.0,825.0,2015.0
BAIRNSDALE-DARGO ROAD,7243.0,7422.5,167472.0,-37.636828,147.23637,7235.5,4623.0,55.0,60.0,10.0,2015.0
BAIRNSDALE-LINDENOW ROAD,8156.5,7336.0,167591.5,-37.825696,147.51107,6691.0,4624.0,1650.0,1750.0,260.0,2015.0
BAIRNSDALE-PAYNESVILLE ROAD,9000.5,10227.6666667,171244.0,-37.852059,147.646279333,9127.33333333,7123.0,2800.0,2966.66666667,155.0,2015.0
BALACLAVA ROAD,7824.5,7079.9375,167800.5,-37.6847785,145.0742795,6190.375,3903.875,4618.75,4250.0,291.875,2015.0
BALCOMBE ROAD,7047.33333333,6631.66666667,167502.666667,-37.980181,145.055937,6819.08333333,4532.0,6675.0,6000.0,371.666666667,2015.0
BALD HILL ROAD,7898.66666667,9792.5,170610.666667,-38.0878273333,145.502759667,9151.16666667,7284.0,1700.0,1550.0,105.0,2015.0
BALLAN ROAD,9400.71428571,8978.21428571,170446.857143,-37.9259318571,144.516953571,10114.7142857,3279.57142857,4217.14285714,3848.57142857,474.285714286,2015.0
BALLAN-DAYLESFORD ROAD,9209.0,8995.66666667,170225.333333,-37.5507346667,144.184018667,9001.0,3014.33333333,1466.66666667,1550.0,158.333333333,2015.0
BALLARAT ROAD,5777.51851852,6089.35185185,166954.351852,-37.8521993704,144.621131778,7130.22222222,1808.92592593,17861.1111111,16377.7777778,887.962962963,2015.0
BALLARAT-BURRUMBEET ROAD,8863.09090909,7532.90909091,169106.0,-37.5596219091,143.895527182,7029.63636364,3009.36363636,6718.18181818,7209.09090909,641.818181818,2015.0
BALLARAT-CARNGHAM ROAD,6306.25,5807.25,166813.75,-37.56398,143.751077,5287.0,3125.5,2425.0,2575.0,230.0,2015.0
BALLARAT-DAYLESFORD ROAD,6466.125,6011.75,166253.875,-37.527631,143.93448025,6154.375,3642.5,2733.75,2887.5,187.5,2015.0
BALLARAT-MARYBOROUGH ROAD,7364.0,6591.16666667,167162.0,-37.2219723333,143.728136,6349.33333333,4047.66666667,1397.5,1495.83333333,194.166666667,2015.0
BALLARTO ROAD,9518.6,10519.6,184841.2,-38.122625,145.2373654,10392.1,3727.6,7373.0,6635.0,379.0,2015.0
BALLENDELLA WEST ROAD,5736.0,6237.0,167616.5,-36.298906,144.612184,5557.0,3417.0,240.0,255.0,35.0,2015.0
BALNARRING BEACH ROAD,9558.5,10559.5,171215.0,-38.382352,145.125421,8703.0,7286.0,785.0,705.0,50.0,2015.0
BALNARRING ROAD,7132.9,6133.9,167353.5,-38.3390865,145.1011834,7683.7,5121.0,1270.0,1150.0,62.0,2015.0
BALWYN ROAD,7584.75,7710.75,169243.125,-37.810973,145.08171475,8376.875,6243.5,7900.0,7100.0,222.5,2015.0
BAMBRA ROAD,5538.33333333,7265.5,167537.666667,-37.8854973333,145.029191,9000.83333333,7289.0,6916.66666667,6233.33333333,790.0,2015.0
BANBURY ROAD,4410.5,6411.5,166916.5,-37.710873,144.989648,9204.5,7291.0,9500.0,8500.0,1000.0,2015.0
BANDIANA LINK ROAD,12678.0,12357.5,173874.0,-36.121239,146.912052,13803.5,922.0,1900.0,2000.0,250.0,2015.0
BANGHOLME ROAD,6341.0,8342.0,169321.5,-38.037116,145.193679,9473.5,7292.0,3300.0,2900.0,375.0,2015.0
BANK STREET,6715.66666667,7002.33333333,168121.666667,-37.6011515,146.2651245,7455.0,4990.0,1926.66666667,2040.0,120.0,2015.0
BANKS ROAD,8679.0,10519.25,171256.75,-38.2528735,144.5635075,9280.75,7293.5,4300.0,4500.0,350.0,2015.0
BANKSIA STREET,7738.91666667,7192.25,168319.916667,-37.758522,145.057946833,9856.0,4014.83333333,13291.6666667,11808.3333333,1166.66666667,2015.0
BANNONS LANE,4414.66666667,7082.33333333,166698.0,-37.622555,145.164532667,8265.33333333,7296.66666667,3800.0,3500.0,250.0,2015.0
BARBER STREET,6200.0,6201.0,167837.5,-36.0589,144.114599,6097.0,4109.0,285.0,305.0,55.0,2015.0
BARCLAY CRESCENT,4749.0,6750.0,166904.5,-38.288925,145.194499,9475.5,7299.0,3800.0,3500.0,250.0,2015.0
BARING ROAD,9681.75,8022.0,169668.0,-35.381973,142.193871,6428.75,3747.5,45.0,45.0,10.0,2015.0
BARKER STREET,4857.5,6858.5,166577.0,-37.0545,144.218736,9300.0,6836.0,4750.0,5050.0,395.0,2015.0
BARKERS ROAD,8369.3,8441.7,169766.4,-37.8144078,145.0343768,7867.1,5780.8,11010.0,10220.0,667.0,2015.0
BARKLY AVENUE,8535.0,7536.0,167909.5,-37.830527,145.008453,6238.0,3847.0,9450.0,8600.0,565.0,2015.0
BARKLY STREET,7150.97058824,7507.0,168408.294118,-37.7784863235,144.644906029,8038.5,5963.11764706,5200.0,4741.17647059,448.4375,2015.0
BARMAH-SHEPPARTON ROAD,3909.75,4910.75,165435.0,-36.1275545,145.1970005,6524.0,4152.5,735.0,790.0,80.0,2015.0
BARNARD STREET,5839.0,6340.0,167051.5,-36.755544,144.2735285,6145.75,3464.5,8500.0,8975.0,460.0,2015.0
BARNAWARTHA ROAD,5486.5,6987.5,168107.5,-36.03355,146.655064,7333.0,4283.0,1200.0,1250.0,140.0,2015.0
BAROMI ROAD,6442.0,4943.0,165657.5,-38.402654,146.167016,7000.0,4822.0,110.0,115.0,10.0,2015.0
BARRABOOL ROAD,9234.39130435,9862.69565217,176540.130435,-38.1691695217,144.311251,10217.826087,3851.04347826,5395.65217391,5717.39130435,367.391304348,2015.0
BARRETT STREET,7356.5,4857.5,164954.5,-38.479942,142.976533,5197.0,2930.0,305.0,325.0,45.0,2015.0
BARRIES ROAD,9368.5,10548.0,171311.5,-37.688178,144.572655,8709.0,7312.0,4000.0,3600.0,,2015.0
BARRY ROAD,8692.0,8252.5,169579.0,-38.0073936667,145.421190667,7320.83333333,4895.33333333,8550.0,7553.33333333,526.666666667,2015.0
BARWON HEADS ROAD,5984.625,6860.625,167354.875,-38.18491625,144.355898,7130.5,5075.5,7600.0,8050.0,510.0,2015.0
BARWON HEADS-OCEAN GROVE ROAD,8318.625,7658.875,168274.875,-38.271465,144.51585,7666.5,5548.0,4162.5,4437.5,316.25,2015.0
BASS HIGHWAY,6712.3,5313.3,166180.8,-38.5019026,145.629065,6817.8,1181.4,3690.0,3850.0,403.0,2015.0
BASTIN STREET,7708.5,4709.5,164812.5,-38.385381,146.275971,4742.0,1599.0,140.0,145.0,15.0,2015.0
BATESFORD ROAD,4751.0,6752.0,166906.5,-37.876301,145.088066,8911.0,7315.0,7950.0,7150.0,,2015.0
BATMAN AVENUE FREEWAY,1012.5,3013.5,163293.5,-37.817787,144.97455,4270.0,4686.0,10000.0,9300.0,750.0,2015.0
BATMAN AVENUE TOLLWAY,10581.0,11082.0,172574.5,-37.822925,144.977905,15948.25,2493.5,9850.0,8950.0,730.0,2015.0
BAXTER STREET,6382.5,4883.5,165796.0,-38.1468075,145.125069,7819.0,5146.0,7800.0,7000.0,450.0,2015.0
BAXTER-TOORADIN ROAD,6078.0,5079.0,165793.5,-38.1986785,145.3063915,7433.25,5144.5,4800.0,4350.0,560.0,2015.0
BAY ROAD,5532.5,6372.75,166691.625,-38.03358875,145.026889,7112.375,4812.5,6775.0,6250.0,353.75,2015.0
BAY STREET,8475.83333333,9399.41666667,170285.083333,-37.8830558333,144.979072667,8696.75,6548.66666667,6766.66666667,6108.33333333,627.5,2015.0
BAYSWATER ROAD,4419.16666667,5813.0,166105.5,-37.8208356667,145.270586333,6665.0,4271.0,11766.6666667,10483.3333333,646.666666667,2015.0
BAYVIEW AVENUE,5465.0,6966.0,168171.0,-38.630643,145.725129,6715.5,4872.0,1200.0,1250.0,80.0,2015.0
BAYVIEW ROAD,6291.0,8792.0,168744.0,-38.290573,145.209502,9199.0,7322.0,3800.0,3500.0,250.0,2015.0
BEACH ROAD,7476.0625,7253.8125,168336.3125,-37.967117625,144.983380375,7893.5625,5900.25,8143.75,7425.0,308.75,2015.0
BEACH STREET,6366.5,8117.5,169038.0,-38.0942655,145.103878833,8757.33333333,7051.16666667,7700.0,6900.0,800.833333333,2015.0
BEACONSFIELD AVENUE,7388.5,8568.0,168691.5,-38.051421,145.372609,9671.5,7331.0,4150.0,3700.0,265.0,2015.0
BEACONSFIELD PARADE,9361.625,9326.875,170339.625,-37.8548944375,144.961778437,11660.375,3942.75,16187.5,14643.75,732.5,2015.0
BEACONSFIELD-EMERALD ROAD,6256.0,6316.5,167329.333333,-37.9900326667,145.422662833,7823.33333333,5200.0,2625.0,2358.33333333,166.666666667,2015.0
BEAUFORT ROAD,6760.5,5761.5,166722.5,-37.683965,143.358882,5727.0,3185.0,415.0,445.0,175.0,2015.0
BEAUFORT-LEXTON ROAD,7242.0,7421.5,167185.0,-37.280888,143.512869,5914.5,3700.0,185.0,200.0,35.0,2015.0
BEAUTY GULLY ROAD,4581.0,6582.0,166859.5,-37.759746,145.211109,9483.5,7333.0,840.0,760.0,90.0,2015.0
BEDFORD ROAD,6672.83333333,8483.33333333,169065.166667,-37.8173675,145.237024833,9275.58333333,7336.66666667,7175.0,6458.33333333,823.333333333,2015.0
BEECH FOREST ROAD,7495.5,5996.5,166501.0,-38.504413,143.552263,5457.0,2863.0,505.0,535.0,50.0,2015.0
BEECH FOREST-LAVERS HILL ROAD,8776.33333333,8444.0,169145.833333,-38.6581486667,143.494737333,5326.33333333,2565.33333333,328.333333333,355.0,56.6666666667,2015.0
BEECHWORTH ROAD,5517.0,7018.0,168270.0,-36.139067,146.8854395,6818.0,4415.0,4250.0,4550.0,300.0,2015.0
BEECHWORTH-CHILTERN ROAD,7819.6,7127.7,167786.5,-36.1784336,146.613431,6830.5,4402.0,355.0,375.0,30.0,2015.0
BEECHWORTH-WANGARATTA ROAD,9570.25,9249.75,170087.5,-36.3834905,146.6202695,7107.0,4517.5,997.5,1050.0,75.0,2015.0
BEECHWORTH-WODONGA ROAD,6072.25,5073.25,165639.25,-36.315831,146.711867,6894.5,4412.5,1475.0,1575.0,117.5,2015.0
BEEK STREET,5931.0,5432.0,165297.5,-36.077075,145.687802,6880.5,4206.0,1700.0,1800.0,365.0,2015.0
BEENAK EAST ROAD,5665.66666667,7666.66666667,168581.666667,-37.9435513333,145.578055667,9306.5,7344.0,3800.0,3500.0,250.0,2015.0
BEENAK ROAD,4521.75,6522.75,166842.5,-37.7985575,145.462362,8966.5,7341.5,3800.0,3500.0,250.0,2015.0
BELGRAVE ROAD,5939.0,5440.0,165223.5,-37.881803,145.068001,6362.5,3572.0,4250.0,3800.0,240.0,2015.0
BELGRAVE-GEMBROOK ROAD,6477.1,6531.65,167653.05,-37.9207399,145.415511,7685.9,5214.3,6850.0,6165.0,448.0,2015.0
BELGRAVE-HALLAM ROAD,7725.91304348,7034.34782609,168044.956522,-37.9805813913,145.300997174,6768.82608696,4250.34782609,10008.6956522,8943.47826087,460.434782609,2015.0
BELL PARADE,7974.0,9646.4,170242.8,-38.1273494,144.3525576,9682.0,7348.2,4300.0,4580.0,350.0,2015.0
BELL STREET,4382.2745098,4659.17647059,165831.568627,-37.6692410392,144.898712039,5097.07843137,4886.39215686,20046.4705882,17946.6666667,908.823529412,2015.0
BELL-BANKSIA LINK,2672.5,3423.5,163732.0,-37.7562,145.0561485,4049.25,5625.5,20750.0,18500.0,752.5,2015.0
BELLARA DRIVE,4228.5,6229.5,166871.0,-37.772578,145.304349,9199.0,7352.0,4300.0,3900.0,280.0,2015.0
BELLERINE STREET,6339.0,8340.0,169425.0,-38.1470735,144.3664975,9438.5,7353.5,4300.0,4500.0,350.0,2015.0
BELLS BOULEVARD,5764.0,2765.0,162436.0,-38.358464,144.284301,5415.5,2055.0,1900.0,2000.0,250.0,2015.0
BELMONT-NEWCOMB ROAD,12471.0,14472.0,176509.0,-38.180493,144.360834,15758.5,2512.0,1900.0,2000.0,250.0,2015.0
BELMORE ROAD,5872.75,6168.375,166769.75,-37.8029775,145.09287975,8350.375,6166.5,6962.5,6287.5,267.5,2015.0
BELMORE STREET,6583.5,9084.5,168732.5,-36.013102,146.0044955,9157.5,7174.0,3950.0,4150.0,305.0,2015.0
BEMM RIVER ROAD,8803.0,6304.0,167343.5,-37.713632,148.892416,5542.0,2747.0,30.0,35.0,0.0,2015.0
BENALLA ROAD,6610.75,7861.75,168852.25,-36.402397,145.537505375,9160.125,6819.5,3412.5,3612.5,493.75,2015.0
BENALLA-TATONG ROAD,3873.5,4874.5,165620.0,-36.644065,146.046467,6647.5,4460.0,240.0,260.0,25.0,2015.0
BENALLA-TOCUMWAL ROAD,6189.1,6761.5,167222.2,-36.154384,145.737718,6569.0,4206.6,530.0,568.0,139.0,2015.0
BENALLA-YARRAWONGA ROAD,6234.75,7735.75,168471.625,-36.12762625,145.985758,9278.125,7169.0,1057.5,1125.0,125.0,2015.0
BENAMBRA ROAD,13035.5,13715.0,176257.5,-37.013644,147.654408,15763.5,2523.0,140.0,145.0,25.0,2015.0
BENAMBRA-CORRYONG ROAD,8815.75,7906.0,169408.75,-36.7627495,147.740903,10240.0,1852.5,10.0,10.0,0.0,2015.0
BENDIGO ROAD,7355.0,7856.0,169108.5,-35.740994,143.920012,9087.0,6736.0,2250.0,2350.0,475.0,2015.0
BENDIGO-MALDON ROAD,6810.5,5311.5,165326.0,-36.930252,144.131228,6091.0,3590.0,1200.0,1250.0,125.0,2015.0
BENDIGO-MURCHISON ROAD,6459.16666667,8353.0,168512.666667,-36.5963571667,144.847383167,9124.83333333,7159.33333333,498.333333333,528.333333333,88.3333333333,2015.0
BENDIGO-PYRAMID ROAD,7565.5,6780.75,167438.375,-36.35882225,144.1983875,6610.625,4112.5,333.75,353.75,40.0,2015.0
BENDIGO-REDESDALE ROAD,7351.0,7530.5,167181.0,-36.8548545,144.506751,5869.5,3501.0,395.0,420.0,90.0,2015.0
BENDIGO-ST ARNAUD ROAD,7121.0,7341.35714286,168542.071429,-36.7075365714,143.669749714,8370.28571429,6290.71428571,399.285714286,422.857142857,76.4285714286,2015.0
BENDIGO-TENNYSON ROAD,6970.5,7531.0,169183.5,-36.403183,144.378293667,6227.16666667,4118.0,168.333333333,178.333333333,23.3333333333,2015.0
BENETOOK AVENUE,8458.66666667,6959.66666667,168416.833333,-34.204396,142.169046667,6192.5,3512.0,3850.0,4083.33333333,623.333333333,2015.0
BENGWORDEN ROAD,5740.0,5241.0,165755.0,-38.053362,147.149063,6816.0,4806.0,430.0,450.0,50.0,2015.0
BENNET STREET,9386.5,10566.0,171218.5,-37.987331,145.199446,9109.5,7355.0,4900.0,4400.0,570.0,2015.0
BENNETT STREET,8113.5,10614.5,171318.0,-37.780818,144.988232,9191.0,7356.0,2500.0,2300.0,,2015.0
BENT AVENUE,9432.5,10612.0,171417.5,-37.888264,144.993782,9011.5,7357.0,2900.0,2600.0,,2015.0
BENT STREET,6255.5,8756.5,168640.0,-37.698445,145.061317,9012.5,7358.0,6300.0,5700.0,720.0,2015.0
BENTONS ROAD,5845.7,7682.4,168252.6,-38.2492168,145.057653,9265.0,7361.0,3910.0,3540.0,252.0,2015.0
BERESFORD ROAD,8784.0,10624.25,171368.75,-37.750604,145.344307,9306.25,7364.5,6450.0,5850.0,415.0,2015.0
BERGINS ROAD,6256.5,8757.5,168641.0,-37.935863,145.238396,9409.0,7366.0,6200.0,5550.0,710.0,2015.0
BERKSHIRE ROAD,4553.33333333,6554.33333333,166922.333333,-37.7648253333,144.833805167,9266.33333333,7368.0,7166.66666667,6466.66666667,813.333333333,2015.0
BERRINGA ROAD,6185.0,8186.0,169280.5,-37.783192,145.227512,9503.0,7370.0,3350.0,3050.0,385.0,2015.0
BERWICK ROAD,6577.5,8578.5,169379.5,-37.966621,145.362925,9315.5,7373.0,3650.0,3300.0,235.0,2015.0
BERWICK-CRANBOURNE ROAD,7971.33333333,8258.0,169740.166667,-38.098319,145.324648333,7658.66666667,5169.66666667,8300.0,7350.0,810.0,2015.0
BESSIE CREEK ROAD,8326.83333333,9946.83333333,170478.5,-38.0150796667,145.554090333,9200.83333333,7375.0,2780.0,2555.0,180.0,2015.0
BEST STREET,8883.0,6384.0,167835.0,-35.504191,142.855644,6280.0,4038.0,405.0,425.0,40.0,2015.0
BETLEY ROAD,6994.5,6495.5,167196.0,-36.867008,143.738914,6185.0,3687.0,195.0,205.0,25.0,2015.0
BETULA AVENUE,4450.0,6451.0,166930.5,-37.672649,145.059131,9211.0,7377.0,4000.0,3600.0,,2015.0
